'ID','SHOP_KEY','ZONE_KEY','VISITOR_ID','DATE_ID','TIME_ID','ZONE_ENTRY_ID','ZONE_EXIT_ID','SHOP_ENTRY_ID','SHOP_EXIT_ID'
3967,'11_4','Z4_4',39,5,42211,42031,'',42031,''
3968,'11_4','Z4_4',39,5,42391,42031,42571,42031,42571
3969,'','Z5_5',39,5,42571,42571,'','',''
3970,'','Z5_5',39,5,42751,42571,42931,'',''
3971,'8_4','Z4_4',39,5,42931,42931,43111,42931,43111
3972,'','Z5_5',39,5,43111,43111,43292,'',''
3973,'11_4','Z4_4',39,5,43292,43292,'',43292,43472
3974,'9_4','Z4_4',39,5,43472,43292,'',43472,43652
3975,'11_4','Z4_4',39,5,43652,43292,43832,43652,43832
3976,'1_6','Z6_6',39,5,43832,43832,44012,43832,44012
3977,'11_4','Z4_4',39,5,44012,44012,44192,44012,44192
3978,'1_6','Z6_6',39,5,44192,44192,44372,44192,44372
3979,'11_4','Z4_4',39,5,44372,44372,44552,44372,44552
3980,'10_2','Z2_2',39,5,44552,44552,44732,44552,44732
3981,'11_4','Z4_4',39,5,44732,44732,'',44732,''
3982,'11_4','Z4_4',39,5,44912,44732,45092,44732,45092
3983,'','Z3_3',39,5,45092,45092,45272,'',''
3984,'2_1','Z1_1',39,5,45272,45272,45452,45272,45452
3985,'','Z6_6',39,5,45452,45452,45633,'',''
3986,'3_1','Z1_1',39,5,45633,45633,'',45633,''
3987,'3_1','Z1_1',39,5,45813,45633,45993,45633,45993
3988,'4_3','Z3_3',39,5,45993,45993,46173,45993,46173
3989,'6_2','Z2_2',39,5,46173,46173,46353,46173,46353
3990,'','Z4_4',39,5,46353,46353,46533,'',''
3991,'','Z5_5',39,5,46533,46533,46713,'',''
3992,'','Z3_3',39,5,46713,46713,46893,'',''
3993,'10_2','Z2_2',39,5,46893,46893,47073,46893,47073
3994,'11_4','Z4_4',39,5,47073,47073,'',47073,''
3995,'11_4','Z4_4',39,5,47253,47073,47433,47073,47433
3996,'2_1','Z1_1',39,5,47433,47433,47613,47433,47613
3997,'10_2','Z2_2',39,5,47613,47613,47793,47613,47793
3998,'2_1','Z1_1',39,5,47793,47793,47973,47793,47973
3999,'4_3','Z3_3',39,5,47973,47973,48154,47973,48154
4000,'3_1','Z1_1',39,5,48154,48154,48334,48154,48334
4001,'1_6','Z6_6',39,5,48334,48334,48514,48334,48514
4002,'9_4','Z4_4',39,5,48514,48514,48694,48514,48694
4003,'6_2','Z2_2',39,5,48694,48694,48874,48694,48874
4004,'','Z5_5',39,5,48874,48874,49054,'',''
4005,'','Z4_4',39,5,49054,49054,'','',''
4006,'9_4','Z4_4',39,5,49234,49054,'',49234,49414
4007,'11_4','Z4_4',39,5,49414,49054,'',49414,49594
4008,'9_4','Z4_4',39,5,49594,49054,49774,49594,49774
4009,'','Z5_5',39,5,49774,49774,49954,'',''
4010,'10_2','Z2_2',39,5,49954,49954,50134,49954,50134
4011,'9_4','Z4_4',39,5,50134,50134,50314,50134,50314
4012,'','Z3_3',39,5,50314,50314,50495,'',''
4013,'','Z6_6',39,5,50495,50495,50675,'',''
4014,'','Z1_1',39,5,50675,50675,'','',''
4015,'2_1','Z1_1',39,5,50855,50675,51035,50855,51035
4016,'10_2','Z2_2',39,5,51035,51035,51215,51035,51215
4017,'2_1','Z1_1',39,5,51215,51215,51395,51215,51395
4018,'','Z5_5',39,5,51395,51395,51575,'',''
4019,'11_4','Z4_4',39,5,51575,51575,'',51575,''
4020,'11_4','Z4_4',39,5,51755,51575,51935,51575,51935
4021,'5_3','Z3_3',39,5,51935,51935,52115,51935,52115
4022,'','Z5_5',39,5,52115,52115,52295,'',''
4023,'5_3','Z3_3',39,5,52295,52295,'',52295,''
4024,'5_3','Z3_3',39,5,52475,52295,52655,52295,52655
4025,'8_4','Z4_4',39,5,52655,52655,'',52655,52835
4026,'11_4','Z4_4',39,5,52835,52655,53016,52835,53016
4027,'','Z1_1',39,5,53016,53016,53196,'',''
4028,'10_2','Z2_2',39,5,53196,53196,'',53196,53376
4029,'7_2','Z2_2',39,5,53376,53196,53556,53376,53556
4030,'11_4','Z4_4',39,5,53556,53556,53736,53556,53736
4031,'','Z6_6',39,5,53736,53736,53916,'',''
4032,'10_2','Z2_2',39,5,53916,53916,54096,53916,54096
4033,'2_1','Z1_1',39,5,54096,54096,54276,54096,54276
4034,'','Z6_6',39,5,54276,54276,54456,'',''
4035,'','Z1_1',39,5,54456,54456,54636,'',''
4036,'1_6','Z6_6',39,5,54636,54636,54816,54636,54816
4037,'3_1','Z1_1',39,5,54816,54816,54996,54816,54996
4038,'','Z4_4',39,5,54996,54996,55176,'',''
4039,'','Z2_2',39,5,55176,55176,55176,55176,55176
3104,'','Z2_2',82,12,61723,61723,61903,'',61903
3105,'2_1','Z1_1',82,12,61903,61903,62083,61903,62083
3106,'','Z6_6',82,12,62083,62083,62263,'',''
3107,'','Z2_2',82,12,62263,62263,'','',''
3108,'10_2','Z2_2',82,12,62443,62263,62623,62443,62623
3109,'2_1','Z1_1',82,12,62623,62623,'',62623,''
3110,'2_1','Z1_1',82,12,62803,62623,62983,62623,62983
3111,'4_3','Z3_3',82,12,62983,62983,63163,62983,63163
3112,'','Z1_1',82,12,63163,63163,63343,'',''
3113,'','Z2_2',82,12,63343,63343,63523,'',''
3114,'3_1','Z1_1',82,12,63523,63523,63703,63523,63703
3115,'11_4','Z4_4',82,12,63703,63703,63883,63703,63883
3116,'','Z5_5',82,12,63883,63883,64063,'',''
3117,'','Z2_2',82,12,64063,64063,'','',''
3118,'7_2','Z2_2',82,12,64243,64063,64423,64243,64423
3119,'3_1','Z1_1',82,12,64423,64423,64603,64423,64603
3120,'','Z3_3',82,12,64603,64603,64783,'',''
3121,'11_4','Z4_4',82,12,64783,64783,64963,64783,64963
3122,'4_3','Z3_3',82,12,64963,64963,65143,64963,65143
3123,'6_2','Z2_2',82,12,65143,65143,65323,65143,65323
3124,'11_4','Z4_4',82,12,65323,65323,65503,65323,65503
3125,'6_2','Z2_2',82,12,65503,65503,65683,65503,65683
3126,'','Z4_4',82,12,65683,65683,'','',''
3127,'11_4','Z4_4',82,12,65863,65683,'',65863,''
3128,'11_4','Z4_4',82,12,66043,65683,66223,65863,66223
3129,'','Z3_3',82,12,66223,66223,66403,'',''
3130,'10_2','Z2_2',82,12,66403,66403,'',66403,66583
3131,'','Z2_2',82,12,66583,66403,66763,'',''
3132,'11_4','Z4_4',82,12,66763,66763,66943,66763,66943
3133,'2_1','Z1_1',82,12,66943,66943,'',66943,''
3134,'2_1','Z1_1',82,12,67123,66943,67303,66943,67303
3135,'10_2','Z2_2',82,12,67303,67303,'',67303,''
3136,'10_2','Z2_2',82,12,67483,67303,67663,67303,67663
3137,'','Z6_6',82,12,67663,67663,67843,'',''
3138,'11_4','Z4_4',82,12,67843,67843,68023,67843,68023
3139,'','Z5_5',82,12,68023,68023,68203,'',''
3140,'','Z6_6',82,12,68203,68203,68383,'',''
3141,'11_4','Z4_4',82,12,68383,68383,68563,68383,68563
3142,'2_1','Z1_1',82,12,68563,68563,68743,68563,68743
3143,'11_4','Z4_4',82,12,68743,68743,'',68743,68923
3144,'','Z4_4',82,12,68923,68743,69103,'',''
3145,'','Z6_6',82,12,69103,69103,'','',''
3146,'','Z6_6',82,12,69283,69103,69463,'',''
3147,'11_4','Z4_4',82,12,69463,69463,69643,69463,69643
3148,'10_2','Z2_2',82,12,69643,69643,69823,69643,69823
3149,'','Z1_1',82,12,69823,69823,70003,'',''
3150,'11_4','Z4_4',82,12,70003,70003,70183,70003,70183
3151,'6_2','Z2_2',82,12,70183,70183,'',70183,70363
3152,'10_2','Z2_2',82,12,70363,70183,70543,70363,70543
3153,'','Z5_5',82,12,70543,70543,70723,'',''
3154,'10_2','Z2_2',82,12,70723,70723,70903,70723,70903
3155,'11_4','Z4_4',82,12,70903,70903,71083,70903,71083
3156,'10_2','Z2_2',82,12,71083,71083,71263,71083,71263
3157,'','Z1_1',82,12,71263,71263,71443,'',''
3158,'11_4','Z4_4',82,12,71443,71443,71623,71443,71623
3159,'7_2','Z2_2',82,12,71623,71623,71803,71623,71803
3160,'4_3','Z3_3',82,12,71803,71803,71983,71803,71983
3161,'2_1','Z1_1',82,12,71983,71983,72163,71983,72163
3162,'11_4','Z4_4',82,12,72163,72163,'',72163,''
3163,'11_4','Z4_4',82,12,72343,72163,72523,72163,72523
3164,'3_1','Z1_1',82,12,72523,72523,72703,72523,72703
3165,'','Z4_4',82,12,72703,72703,'','',''
3166,'8_4','Z4_4',82,12,72883,72703,73063,72883,73063
3167,'1_6','Z6_6',82,12,73063,73063,73243,73063,73243
3168,'2_1','Z1_1',82,12,73243,73243,73423,73243,73423
3169,'5_3','Z3_3',82,12,73423,73423,73603,73423,73603
3170,'','Z6_6',82,12,73603,73603,73783,'',''
3171,'11_4','Z4_4',82,12,73783,73783,73963,73783,73963
3172,'2_1','Z1_1',82,12,73963,73963,74143,73963,74143
3173,'11_4','Z4_4',82,12,74143,74143,'',74143,74323
3174,'','Z4_4',82,12,74323,74143,74503,'',''
3175,'2_1','Z1_1',82,12,74503,74503,74683,74503,74683
342,'','Z2_2',67,17,55533,55533,55713,'',55713
343,'','Z1_1',67,17,55713,55713,55893,'',''
344,'','Z5_5',67,17,55893,55893,56073,'',''
345,'9_4','Z4_4',67,17,56073,56073,56253,56073,56253
346,'10_2','Z2_2',67,17,56253,56253,56433,56253,56433
347,'','Z1_1',67,17,56433,56433,56613,'',''
348,'4_3','Z3_3',67,17,56613,56613,56793,56613,56793
349,'8_4','Z4_4',67,17,56793,56793,56973,56793,56973
350,'4_3','Z3_3',67,17,56973,56973,57153,56973,57153
351,'','Z5_5',67,17,57153,57153,57333,'',''
352,'','Z3_3',67,17,57333,57333,'','',''
353,'4_3','Z3_3',67,17,57513,57333,57693,57513,57693
354,'','Z2_2',67,17,57693,57693,57873,'',''
355,'5_3','Z3_3',67,17,57873,57873,58053,57873,58053
356,'2_1','Z1_1',67,17,58053,58053,58233,58053,58233
357,'11_4','Z4_4',67,17,58233,58233,58413,58233,58413
358,'','Z1_1',67,17,58413,58413,'','',''
359,'','Z1_1',67,17,58593,58413,'','',''
360,'3_1','Z1_1',67,17,58773,58413,58953,58773,58953
361,'11_4','Z4_4',67,17,58953,58953,'',58953,59134
362,'9_4','Z4_4',67,17,59134,58953,59314,59134,59314
363,'','Z6_6',67,17,59314,59314,59494,'',''
364,'','Z1_1',67,17,59494,59494,59674,'',''
365,'','Z4_4',67,17,59674,59674,59854,'',''
366,'','Z5_5',67,17,59854,59854,60034,'',''
367,'7_2','Z2_2',67,17,60034,60034,60214,60034,60214
368,'3_1','Z1_1',67,17,60214,60214,60394,60214,60394
369,'4_3','Z3_3',67,17,60394,60394,60574,60394,60574
370,'10_2','Z2_2',67,17,60574,60574,60754,60574,60754
371,'11_4','Z4_4',67,17,60754,60754,60934,60754,60934
372,'5_3','Z3_3',67,17,60934,60934,61114,60934,61114
373,'10_2','Z2_2',67,17,61114,61114,61294,61114,61294
374,'5_3','Z3_3',67,17,61294,61294,61474,61294,61474
375,'','Z6_6',67,17,61474,61474,61654,'',''
376,'','Z5_5',67,17,61654,61654,'','',''
377,'','Z5_5',67,17,61834,61654,62014,'',''
378,'','Z4_4',67,17,62014,62014,62194,'',''
379,'6_2','Z2_2',67,17,62194,62194,62374,62194,62374
380,'9_4','Z4_4',67,17,62374,62374,62554,62374,62554
381,'','Z6_6',67,17,62554,62554,62735,'',''
382,'10_2','Z2_2',67,17,62735,62735,'',62735,62915
383,'7_2','Z2_2',67,17,62915,62735,63095,62915,63095
384,'11_4','Z4_4',67,17,63095,63095,63275,63095,63275
385,'3_1','Z1_1',67,17,63275,63275,'',63275,''
386,'3_1','Z1_1',67,17,63455,63275,63635,63275,63635
387,'1_6','Z6_6',67,17,63635,63635,63815,63635,63815
388,'10_2','Z2_2',67,17,63815,63815,'',63815,63995
389,'7_2','Z2_2',67,17,63995,63815,64175,63995,64175
390,'5_3','Z3_3',67,17,64175,64175,64355,64175,64355
391,'11_4','Z4_4',67,17,64355,64355,64535,64355,64535
392,'4_3','Z3_3',67,17,64535,64535,64715,64535,64715
393,'11_4','Z4_4',67,17,64715,64715,64895,64715,64895
394,'1_6','Z6_6',67,17,64895,64895,65075,64895,65075
395,'2_1','Z1_1',67,17,65075,65075,65255,65075,65255
396,'1_6','Z6_6',67,17,65255,65255,65435,65255,65435
397,'11_4','Z4_4',67,17,65435,65435,65615,65435,65615
398,'','Z5_5',67,17,65615,65615,65795,'',''
399,'','Z4_4',67,17,65795,65795,65975,'',''
400,'10_2','Z2_2',67,17,65975,65975,66156,65975,66156
401,'','Z1_1',67,17,66156,66156,66336,'',''
402,'','Z2_2',67,17,66336,66336,'','',''
403,'10_2','Z2_2',67,17,66516,66336,66696,66516,66696
404,'3_1','Z1_1',67,17,66696,66696,'',66696,''
405,'3_1','Z1_1',67,17,66876,66696,67056,66696,67056
406,'10_2','Z2_2',67,17,67056,67056,67236,67056,67236
407,'11_4','Z4_4',67,17,67236,67236,'',67236,67416
408,'','Z4_4',67,17,67416,67236,67596,'',''
409,'','Z3_3',67,17,67596,67596,67776,'',''
410,'11_4','Z4_4',67,17,67776,67776,67956,67776,67956
411,'7_2','Z2_2',67,17,67956,67956,68136,67956,68136
412,'11_4','Z4_4',67,17,68136,68136,'',68136,''
413,'11_4','Z4_4',67,17,68316,68136,68496,68136,68496
414,'4_3','Z3_3',67,17,68496,68496,68676,68496,68676
415,'2_1','Z1_1',67,17,68676,68676,'',68676,''
416,'2_1','Z1_1',67,17,68856,68676,69036,68676,69036
417,'','Z4_4',67,17,69036,69036,69216,'',''
418,'','Z1_1',67,17,69216,69216,'','',''
419,'3_1','Z1_1',67,17,69396,69216,69396,69396,69396
464,'','Z5_5',12,19,43682,43682,43862,'',43862
465,'5_3','Z3_3',12,19,43862,43862,44042,43862,44042
466,'11_4','Z4_4',12,19,44042,44042,'',44042,''
467,'11_4','Z4_4',12,19,44222,44042,'',44042,44402
468,'8_4','Z4_4',12,19,44402,44042,44582,44402,44582
469,'','Z3_3',12,19,44582,44582,44762,'',''
470,'','Z5_5',12,19,44762,44762,44942,'',''
471,'9_4','Z4_4',12,19,44942,44942,'',44942,45122
472,'11_4','Z4_4',12,19,45122,44942,45302,45122,45302
473,'10_2','Z2_2',12,19,45302,45302,45483,45302,45483
474,'','Z5_5',12,19,45483,45483,45663,'',''
475,'5_3','Z3_3',12,19,45663,45663,'',45663,45843
476,'','Z3_3',12,19,45843,45663,46023,'',''
477,'','Z5_5',12,19,46023,46023,46203,'',''
478,'11_4','Z4_4',12,19,46203,46203,46383,46203,46383
479,'','Z2_2',12,19,46383,46383,46563,'',''
480,'1_6','Z6_6',12,19,46563,46563,46743,46563,46743
481,'8_4','Z4_4',12,19,46743,46743,46923,46743,46923
482,'10_2','Z2_2',12,19,46923,46923,47103,46923,47103
483,'9_4','Z4_4',12,19,47103,47103,'',47103,''
484,'9_4','Z4_4',12,19,47284,47103,47464,47103,47464
485,'','Z5_5',12,19,47464,47464,47644,'',''
486,'10_2','Z2_2',12,19,47644,47644,47824,47644,47824
487,'11_4','Z4_4',12,19,47824,47824,48004,47824,48004
488,'6_2','Z2_2',12,19,48004,48004,'',48004,48184
489,'7_2','Z2_2',12,19,48184,48004,48364,48184,48364
490,'4_3','Z3_3',12,19,48364,48364,48544,48364,48544
491,'','Z5_5',12,19,48544,48544,48724,'',''
492,'4_3','Z3_3',12,19,48724,48724,48904,48724,48904
493,'11_4','Z4_4',12,19,48904,48904,49085,48904,49085
494,'','Z3_3',12,19,49085,49085,49265,'',''
495,'','Z5_5',12,19,49265,49265,49445,'',''
496,'','Z2_2',12,19,49445,49445,'','',''
497,'10_2','Z2_2',12,19,49625,49445,49805,49625,49805
498,'4_3','Z3_3',12,19,49805,49805,49985,49805,49985
499,'9_4','Z4_4',12,19,49985,49985,50165,49985,50165
500,'','Z3_3',12,19,50165,50165,50345,'',''
501,'','Z4_4',12,19,50345,50345,50525,'',''
502,'1_6','Z6_6',12,19,50525,50525,50705,50525,50705
503,'10_2','Z2_2',12,19,50705,50705,50886,50705,50886
504,'','Z5_5',12,19,50886,50886,51066,'',''
505,'7_2','Z2_2',12,19,51066,51066,51246,51066,51246
506,'3_1','Z1_1',12,19,51246,51246,51426,51246,51426
507,'1_6','Z6_6',12,19,51426,51426,51606,51426,51606
508,'7_2','Z2_2',12,19,51606,51606,51786,51606,51786
509,'4_3','Z3_3',12,19,51786,51786,51966,51786,51966
510,'1_6','Z6_6',12,19,51966,51966,52146,51966,52146
511,'10_2','Z2_2',12,19,52146,52146,52326,52146,52326
2722,'','Z5_5',97,22,42853,42853,43033,'',43033
2723,'2_1','Z1_1',97,22,43033,43033,43213,43033,43213
2724,'','Z2_2',97,22,43213,43213,'','',''
2725,'10_2','Z2_2',97,22,43393,43213,43573,43393,43573
2726,'','Z4_4',97,22,43573,43573,43753,'',''
2727,'6_2','Z2_2',97,22,43753,43753,43933,43753,43933
2728,'','Z5_5',97,22,43933,43933,44113,'',''
2729,'10_2','Z2_2',97,22,44113,44113,44293,44113,44293
2730,'11_4','Z4_4',97,22,44293,44293,44473,44293,44473
2731,'2_1','Z1_1',97,22,44473,44473,44653,44473,44653
2732,'10_2','Z2_2',97,22,44653,44653,44833,44653,44833
2733,'','Z3_3',97,22,44833,44833,45013,'',''
2734,'','Z6_6',97,22,45013,45013,45193,'',''
2735,'','Z1_1',97,22,45193,45193,45373,'',''
2736,'','Z3_3',97,22,45373,45373,45553,'',''
2737,'','Z2_2',97,22,45553,45553,45733,'',''
2738,'3_1','Z1_1',97,22,45733,45733,45913,45733,45913
2739,'','Z2_2',97,22,45913,45913,'','',''
2740,'','Z2_2',97,22,46093,45913,46273,'',''
2741,'1_6','Z6_6',97,22,46273,46273,46453,46273,46453
2742,'','Z2_2',97,22,46453,46453,46633,'',''
2743,'2_1','Z1_1',97,22,46633,46633,46813,46633,46813
2744,'','Z6_6',97,22,46813,46813,'','',''
2745,'','Z6_6',97,22,46993,46813,47173,'',''
2746,'4_3','Z3_3',97,22,47173,47173,47353,47173,47353
2747,'','Z5_5',97,22,47353,47353,47533,'',''
2748,'10_2','Z2_2',97,22,47533,47533,'',47533,47713
2749,'6_2','Z2_2',97,22,47713,47533,47893,47713,47893
2750,'','Z5_5',97,22,47893,47893,48073,'',''
2751,'','Z4_4',97,22,48073,48073,48253,'',''
2752,'6_2','Z2_2',97,22,48253,48253,48433,48253,48433
2753,'9_4','Z4_4',97,22,48433,48433,'',48433,48613
2754,'11_4','Z4_4',97,22,48613,48433,48793,48613,48793
2755,'6_2','Z2_2',97,22,48793,48793,48973,48793,48973
2756,'','Z4_4',97,22,48973,48973,49153,'',''
2757,'10_2','Z2_2',97,22,49153,49153,'',49153,49333
2758,'','Z2_2',97,22,49333,49153,49513,'',''
2759,'','Z3_3',97,22,49513,49513,49693,'',''
2760,'3_1','Z1_1',97,22,49693,49693,49873,49693,49873
2761,'1_6','Z6_6',97,22,49873,49873,50053,49873,50053
2762,'','Z5_5',97,22,50053,50053,50233,'',''
2763,'10_2','Z2_2',97,22,50233,50233,50413,50233,50413
2764,'1_6','Z6_6',97,22,50413,50413,'',50413,50593
2765,'','Z6_6',97,22,50593,50413,50773,'',''
2766,'','Z5_5',97,22,50773,50773,50953,'',''
2767,'3_1','Z1_1',97,22,50953,50953,51133,50953,51133
2768,'10_2','Z2_2',97,22,51133,51133,51313,51133,51313
2769,'','Z5_5',97,22,51313,51313,51493,'',''
2770,'9_4','Z4_4',97,22,51493,51493,51673,51493,51673
2771,'2_1','Z1_1',97,22,51673,51673,51853,51673,51853
2772,'','Z6_6',97,22,51853,51853,52033,'',''
2773,'2_1','Z1_1',97,22,52033,52033,52213,52033,52213
2774,'11_4','Z4_4',97,22,52213,52213,52393,52213,52393
2775,'10_2','Z2_2',97,22,52393,52393,52573,52393,52573
2776,'3_1','Z1_1',97,22,52573,52573,52753,52573,52753
2777,'7_2','Z2_2',97,22,52753,52753,52933,52753,52933
2778,'1_6','Z6_6',97,22,52933,52933,53113,52933,53113
2779,'9_4','Z4_4',97,22,53113,53113,53293,53113,53293
2780,'2_1','Z1_1',97,22,53293,53293,53474,53293,53474
2781,'9_4','Z4_4',97,22,53474,53474,'',53474,53654
2782,'11_4','Z4_4',97,22,53654,53474,53834,53654,53834
2783,'','Z2_2',97,22,53834,53834,54014,'',''
2784,'','Z3_3',97,22,54014,54014,54194,'',''
2785,'1_6','Z6_6',97,22,54194,54194,54374,54194,54374
2786,'','Z5_5',97,22,54374,54374,54554,'',''
2787,'7_2','Z2_2',97,22,54554,54554,54734,54554,54734
2788,'2_1','Z1_1',97,22,54734,54734,54914,54734,54914
2789,'10_2','Z2_2',97,22,54914,54914,55094,54914,55094
2790,'11_4','Z4_4',97,22,55094,55094,55274,55094,55274
2791,'1_6','Z6_6',97,22,55274,55274,'',55274,''
2792,'1_6','Z6_6',97,22,55454,55274,55634,55274,55634
2793,'','Z3_3',97,22,55634,55634,55814,'',''
2794,'10_2','Z2_2',97,22,55814,55814,55994,55814,55994
2795,'','Z5_5',97,22,55994,55994,56174,'',''
2796,'2_1','Z1_1',97,22,56174,56174,56354,56174,56354
2797,'','Z5_5',97,22,56354,56354,56534,'',''
2798,'9_4','Z4_4',97,22,56534,56534,56714,56534,56714
2799,'','Z5_5',97,22,56714,56714,56894,'',''
2800,'11_4','Z4_4',97,22,56894,56894,57074,56894,57074
2801,'10_2','Z2_2',97,22,57074,57074,57254,57074,57254
2802,'','Z4_4',97,22,57254,57254,57434,'',''
2803,'10_2','Z2_2',97,22,57434,57434,57614,57434,57614
2804,'11_4','Z4_4',97,22,57614,57614,'',57614,''
2805,'11_4','Z4_4',97,22,57794,57614,57974,57614,57974
2806,'','Z5_5',97,22,57974,57974,58154,'',''
2807,'11_4','Z4_4',97,22,58154,58154,58334,58154,58334
2808,'','Z6_6',97,22,58334,58334,58514,'',''
2809,'2_1','Z1_1',97,22,58514,58514,'',58514,58694
2810,'3_1','Z1_1',97,22,58694,58514,58874,58694,58874
2811,'4_3','Z3_3',97,22,58874,58874,59054,58874,59054
2812,'7_2','Z2_2',97,22,59054,59054,59234,59054,59234
2813,'','Z3_3',97,22,59234,59234,59414,'',''
2814,'','Z2_2',97,22,59414,59414,59594,'',''
2815,'8_4','Z4_4',97,22,59594,59594,59774,59594,59774
2816,'4_3','Z3_3',97,22,59774,59774,59954,59774,59954
2817,'6_2','Z2_2',97,22,59954,59954,60134,59954,60134
2818,'5_3','Z3_3',97,22,60134,60134,60314,60134,60314
2819,'','Z1_1',97,22,60314,60314,60494,'',''
2820,'','Z5_5',97,22,60494,60494,60674,'',''
2821,'','Z4_4',97,22,60674,60674,'','',''
2822,'9_4','Z4_4',97,22,60854,60674,61034,60854,61034
2823,'4_3','Z3_3',97,22,61034,61034,61214,61034,61214
2824,'10_2','Z2_2',97,22,61214,61214,61394,61214,61394
2825,'','Z6_6',97,22,61394,61394,61574,'',''
2826,'6_2','Z2_2',97,22,61574,61574,61754,61574,61754
2827,'','Z6_6',97,22,61754,61754,61934,'',''
2828,'8_4','Z4_4',97,22,61934,61934,62114,61934,62114
2829,'5_3','Z3_3',97,22,62114,62114,62294,62114,62294
2830,'6_2','Z2_2',97,22,62294,62294,62474,62294,62474
2831,'','Z3_3',97,22,62474,62474,62654,'',''
2832,'11_4','Z4_4',97,22,62654,62654,'',62654,''
2833,'11_4','Z4_4',97,22,62834,62654,63014,62654,63014
2834,'10_2','Z2_2',97,22,63014,63014,63194,63014,63194
2835,'9_4','Z4_4',97,22,63194,63194,63374,63194,63374
2836,'4_3','Z3_3',97,22,63374,63374,63554,63374,63554
44,'','Z1_1',75,23,45404,45404,45584,'',45584
45,'8_4','Z4_4',75,23,45584,45584,45764,45584,45764
46,'2_1','Z1_1',75,23,45764,45764,45944,45764,45944
